	WORD	PAST	PAST-PARTICIPLE	PRESENT-PARTICIPLE
4828	sprint	sprinted	sprinted	sprinting
4829	sprout	sproutted	sproutted	sproutting
4830	spruce	spruced	spruced	sprucing
4831	spue	spued	spued	spuing
4832	spur	spurred	spurred	spurring
4833	spurn	spurned	spurned	spurning
4834	spurt	spurted	spurted	spurting
4835	sputter	sputterred	sputterred	sputterring
4836	spy	spied	spied	spying
4837	squabble	squabbled	squabbled	squabbling
4838	squall	squalled	squalled	squalling
4839	squander	squanderred	squanderred	squanderring
4840	square	squared	squared	squaring
4841	squash	squashed	squashed	squashing
4842	squat	squatted	squatted	squatting
4843	squawk	squawked	squawked	squawking
4844	squeak	squeakked	squeakked	squeakking
4845	squeal	squealled	squealled	squealling
4846	squeegee	squeegeed	squeegeed	squeegeeing
4847	squeeze	squeezed	squeezed	squeezing
4848	squelch	squelched	squelched	squelching
4849	squint	squinted	squinted	squinting
4850	squire	squired	squired	squiring
4851	squirm	squirmed	squirmed	squirming
4852	squirt	squirted	squirted	squirting
4853	stab	stabbed	stabbed	stabbing
4854	stabilize	stabilized	stabilized	stabilizing
4855	stable	stabled	stabled	stabling
4856	stack	stacked	stacked	stacking
4857	staff	staffed	staffed	staffing
4858	stage	staged	staged	staging
4859	stagger	staggerred	staggerred	staggerring
4860	stagnate	stagnated	stagnated	stagnating
4861	stain	stainned	stainned	stainning
4862	stake	staked	staked	staking
4863	stale	staled	staled	staling
4864	stalemate	stalemated	stalemated	stalemating
4865	stalk	stalked	stalked	stalking
4866	stall	stalled	stalled	stalling
4867	stammer	stammerred	stammerred	stammerring
4868	stamp	stamped	stamped	stamping
4869	stampede	stampeded	stampeded	stampeding
4870	stanch	stanched	stanched	stanching
4871	stand	stood	stood	standing
4872	standardize	standardized	standardized	standardizing
4873	staple	stapled	stapled	stapling
4874	star	starred	starred	starring
4875	starboard	starboarded	starboarded	starboarding
4876	starch	starched	starched	starching
4877	stare	stared	stared	staring
4878	start	started	started	starting
4879	startle	startled	startled	startling
4880	starve	starved	starved	starving
4881	stash	stashed	stashed	stashing
4882	state	stated	stated	stating
4883	station	stationned	stationned	stationning
4884	staunch	staunched	staunched	staunching
4885	stave	staved	staved	staving
4886	stay	stayed	stayed	staying
4887	steady	steadied	steadied	steadying
4888	steal	stole	stolen	stealling
4889	steam	steammed	steammed	steamming
4890	steam-heat	steam-heatted	steam-heatted	steam-heatting
4891	steamroller	steamrollerred	steamrollerred	steamrollerring
4892	steel	steelled	steelled	steelling
4893	steep	steepped	steepped	steepping
4894	steepen	steepenned	steepenned	steepenning
4895	steer	steerred	steerred	steerring
4896	stem	stemmed	stemmed	stemming
4897	stencil	stencilled	stencilled	stencilling
4898	step	stepped	stepped	stepping
4899	stereotype	stereotyped	stereotyped	stereotyping
4900	sterilize	sterilized	sterilized	sterilizing
4901	stew	stewed	stewed	stewing
4902	stick	(sticked stuck)	(sticked stuck)	sticking
4903	stiffen	stiffenned	stiffenned	stiffenning
4904	stifle	stifled	stifled	stifling
4905	stigmatize	stigmatized	stigmatized	stigmatizing
4906	still	stilled	stilled	stilling
4907	stimulate	stimulated	stimulated	stimulating
4908	sting	stung	stung	stinging
4909	stink	(stank stunk)	stunk	stinking
4910	stint	stinted	stinted	stinting
4911	stipple	stippled	stippled	stippling
4912	stipulate	stipulated	stipulated	stipulating
4913	stir	stirred	stirred	stirring
4914	stitch	stitched	stitched	stitching
4915	stock	stocked	stocked	stocking
4916	stockade	stockaded	stockaded	stockading
4917	stoke	stoked	stoked	stoking
4918	stomach	stomached	stomached	stomaching
4919	stomp	stomped	stomped	stomping
4920	stone	stoned	stoned	stoning
4921	stonewall	stonewalled	stonewalled	stonewalling
4922	stooge	stooged	stooged	stooging
4923	stoop	stoopped	stoopped	stoopping
4924	stop	stopped	stopped	stopping
4925	store	stored	stored	storing
4926	storm	stormed	stormed	storming
4927	stow	stowed	stowed	stowing
4928	straddle	straddled	straddled	straddling
4929	strafe	strafed	strafed	strafing
4930	straggle	straggled	straggled	straggling
4931	straighten	straightenned	straightenned	straightenning
4932	strain	strainned	strainned	strainning
4933	straiten	straitenned	straitenned	straitenning
4934	strand	stranded	stranded	stranding
4935	strangle	strangled	strangled	strangling
4936	strap	strapped	strapped	strapping
4937	stratify	stratified	stratified	stratifying
4938	straw	strawed	strawed	strawing
4939	stray	strayed	strayed	straying
4940	streak	streakked	streakked	streakking
4941	stream	streammed	streammed	streamming
4942	streamline	streamlined	streamlined	streamlining
4943	strengthen	strengthenned	strengthenned	strengthenning
4944	stress	stressed	stressed	stressing
4945	stretch	stretched	stretched	stretching
4946	strew	strewed	strewed	strewing
4947	stride	strode	stridden	striding
4948	stridulate	stridulated	stridulated	stridulating
4949	strike	struck	struck	striking
4950	string	strung	strung	stringing
4951	strip	stripped	stripped	stripping
4952	strive	strove	striven	striving
4953	stroke	stroked	stroked	stroking
4954	stroll	strolled	strolled	strolling
4955	strop	stropped	stropped	stropping
4956	structure	structured	structured	structuring
4957	struggle	struggled	struggled	struggling
4958	strum	strummed	strummed	strumming
4959	strut	strutted	strutted	strutting
4960	stub	stubbed	stubbed	stubbing
4961	stucco	stuccoed	stuccoed	stuccoing
4962	stud	studded	studded	studding
4963	study	studied	studied	studying
4964	stuff	stuffed	stuffed	stuffing
4965	stultify	stultified	stultified	stultifying
4966	stumble	stumbled	stumbled	stumbling
4967	stump	stumped	stumped	stumping
4968	stun	stunned	stunned	stunning
4969	stunt	stunted	stunted	stunting
4970	stupefy	stupefied	stupefied	stupefying
4971	stupify	stupified	stupified	stupifying
4972	stutter	stutterred	stutterred	stutterring
4973	style	styled	styled	styling
4974	stylize	stylized	stylized	stylizing
4975	stymie	stymied	stymied	stymieing
4976	sub	subbed	subbed	subbing
4977	subcontract	subcontracted	subcontracted	subcontracting
4978	subdivide	subdivided	subdivided	subdividing
4979	subdue	subdued	subdued	subduing
4980	subedit	subeditted	subeditted	subeditting
4981	subject	subjected	subjected	subjecting
4982	subjoin	subjoinned	subjoinned	subjoinning
4983	subjugate	subjugated	subjugated	subjugating
4984	sublease	subleased	subleased	subleasing
4985	sublet	sublet	sublet	subletting
4986	sublimate	sublimated	sublimated	sublimating
4987	submerge	submerged	submerged	submerging
4988	submit	submitted	submitted	submitting
4989	subordinate	subordinated	subordinated	subordinating
4990	suborn	suborned	suborned	suborning
4991	subpoena	subpoenaed	subpoenaed	subpoenaing
4992	subscribe	subscribed	subscribed	subscribing
4993	subserve	subserved	subserved	subserving
4994	subside	subsided	subsided	subsiding
4995	subsidize	subsidized	subsidized	subsidizing
4996	subsist	subsisted	subsisted	subsisting
4997	substantiate	substantiated	substantiated	substantiating
4998	substitute	substituted	substituted	substituting
4999	subsume	subsumed	subsumed	subsuming
5000	subtend	subtended	subtended	subtending
5001	subtract	subtracted	subtracted	subtracting
5002	subvert	subverted	subverted	subverting
5003	succeed	succeedded	succeedded	succeedding
5004	succor	succorred	succorred	succorring
5005	succour	succourred	succourred	succourring
5006	succumb	succumbed	succumbed	succumbing
5007	suck	sucked	sucked	sucking
5008	suckle	suckled	suckled	suckling
5009	sue	sued	sued	suing
5010	suffer	sufferred	sufferred	sufferring
5011	suffice	sufficed	sufficed	sufficing
5012	suffocate	suffocated	suffocated	suffocating
5013	suffuse	suffused	suffused	suffusing
5014	sugar	sugarred	sugarred	sugarring
5015	suggest	suggested	suggested	suggesting
5016	suit	suitted	suitted	suitting
5017	sulk	sulked	sulked	sulking
5018	sully	sullied	sullied	sullying
5019	sum	summed	summed	summing
5020	summarize	summarized	summarized	summarizing
5021	summer	summerred	summerred	summerring
5022	summon	summonned	summonned	summonning
5023	summons	summonsed	summonsed	summonsing
5024	sun	sunned	sunned	sunning
5025	sunbathe	sunbathed	sunbathed	sunbathing
5026	sunder	sunderred	sunderred	sunderring
5027	sup	supped	supped	supping
5028	superannuate	superannuated	superannuated	superannuating
5029	superimpose	superimposed	superimposed	superimposing
5030	superintend	superintended	superintended	superintending
5031	supersede	superseded	superseded	superseding
5032	supervene	supervened	supervened	supervening
5033	supervise	supervised	supervised	supervising
5034	supplant	supplanted	supplanted	supplanting
5035	supplement	supplemented	supplemented	supplementing
5036	supplicate	supplicated	supplicated	supplicating
5037	supply	supplied	supplied	supplying
5038	support	supported	supported	supporting
5039	suppose	supposed	supposed	supposing
5040	suppress	suppressed	suppressed	suppressing
5041	suppurate	suppurated	suppurated	suppurating
5042	surcharge	surcharged	surcharged	surcharging
5043	surface	surfaced	surfaced	surfacing
5044	surfeit	surfeitted	surfeitted	surfeitting
5045	surge	surged	surged	surging
5046	surmise	surmised	surmised	surmising
5047	surmount	surmounted	surmounted	surmounting
5048	surpass	surpassed	surpassed	surpassing
5049	surprise	surprised	surprised	surprising
5050	surrender	surrenderred	surrenderred	surrenderring
5051	surround	surrounded	surrounded	surrounding
5052	surtax	surtaxed	surtaxed	surtaxing
5053	survey	surveyed	surveyed	surveying
5054	survive	survived	survived	surviving
5055	suspect	suspected	suspected	suspecting
5056	suspend	suspended	suspended	suspending
5057	suss	sussed	sussed	sussing
5058	sustain	sustainned	sustainned	sustainning
5059	swab	swabbed	swabbed	swabbing
5060	swaddle	swaddled	swaddled	swaddling
5061	swagger	swaggerred	swaggerred	swaggerring
5062	swallow	swallowed	swallowed	swallowing
5063	swamp	swamped	swamped	swamping
5064	swan	swanned	swanned	swanning
5065	swank	swanked	swanked	swanking
5066	swap	swapped	swapped	swapping
5067	swarm	swarmed	swarmed	swarming
5068	swat	swatted	swatted	swatting
5069	swathe	swathed	swathed	swathing
5070	sway	swayed	swayed	swaying
5071	swear	swore	sworn	swearring
5072	sweat	sweatted	sweatted	sweatting
5073	sweep	swept	swept	sweepping
5074	sweeten	sweetenned	sweetenned	sweetenning
5075	swell	swelled	swelled	swelling
5076	swelter	swelterred	swelterred	swelterring
5077	swerve	swerved	swerved	swerving
5078	swig	swigged	swigged	swigging
5079	swill	swilled	swilled	swilling
5080	swim	swam	swum	swimming
5081	swindle	swindled	swindled	swindling
5082	swing	swung	swung	swinging
5083	swinge	swinged	swinged	swingeing
5084	swipe	swiped	swiped	swiping
5085	swirl	swirled	swirled	swirling
5086	swish	swished	swished	swishing
5087	switch	switched	switched	switching
5088	swivel	(swivelled swiveled)	(swivelled swiveled)	(swivelling swiveling)
5089	swoon	swoonned	swoonned	swoonning
5090	swoop	swoopped	swoopped	swoopping
5091	swop	swopped	swopped	swopping
5092	swot	swotted	swotted	swotting
5093	syllabicate	syllabicated	syllabicated	syllabicating
5094	syllabify	syllabified	syllabified	syllabifying
5095	syllabize	syllabized	syllabized	syllabizing
5096	symbolize	symbolized	symbolized	symbolizing
5097	sympathize	sympathized	sympathized	sympathizing
5098	synchronize	synchronized	synchronized	synchronizing
5099	syncopate	syncopated	syncopated	syncopating
5100	syndicate	syndicated	syndicated	syndicating
5101	synthesize	synthesized	synthesized	synthesizing
5102	syphon	syphonned	syphonned	syphonning
5103	syringe	syringed	syringed	syringing
5104	systematize	systematized	systematized	systematizing
5105	table	tabled	tabled	tabling
5106	tabulate	tabulated	tabulated	tabulating
5107	tack	tacked	tacked	tacking
5108	tackle	tackled	tackled	tackling
5109	tag	tagged	tagged	tagging
5110	tail	tailled	tailled	tailling
5111	tailor	tailorred	tailorred	tailorring
5112	taint	tainted	tainted	tainting
5113	take	took	taken	taking
5114	talk	talked	talked	talking
5115	tally	tallied	tallied	tallying
5116	tame	tamed	tamed	taming
5117	tamp	tamped	tamped	tamping
5118	tamper	tamperred	tamperred	tamperring
5119	tan	tanned	tanned	tanning
5120	tangle	tangled	tangled	tangling
5121	tantalize	tantalized	tantalized	tantalizing
5122	tap	tapped	tapped	tapping
5123	tape	taped	taped	taping
5124	taper	taperred	taperred	taperring
5125	tar	tarred	tarred	tarring
5126	target	targetted	targetted	targetting
5127	tarnish	tarnished	tarnished	tarnishing
5128	tarry	tarried	tarried	tarrying
5129	taste	tasted	tasted	tasting
5130	tattle	tattled	tattled	tattling
5131	tattoo	tattooed	tattooed	tattooing
5132	taunt	taunted	taunted	taunting
5133	tax	taxed	taxed	taxing
5134	taxi	taxied	taxied	taxiing
5135	teach	taught	taught	teaching
5136	team	teammed	teammed	teamming
5137	tear	tore	torn	tearring
5138	tease	teased	teased	teasing
5139	tee	teed	teed	teeing
5140	teem	teemmed	teemmed	teemming
5141	teeter	teeterred	teeterred	teeterring
5142	teethe	teethed	teethed	teething
5143	telecast	telecast	telecast	telecasting
5144	teleconference	teleconferenced	teleconferenced	teleconferencing
5145	telegraph	telegraphed	telegraphed	telegraphing
5146	telephone	telephoned	telephoned	telephoning
5147	telescope	telescoped	telescoped	telescoping
5148	televise	televised	televised	televising
5149	tell	told	told	telling
5150	temper	temperred	temperred	temperring
5151	temporize	temporized	temporized	temporizing
5152	tempt	tempted	tempted	tempting
5153	tenant	tenanted	tenanted	tenanting
5154	tend	tended	tended	tending
5155	tender	tenderred	tenderred	tenderring
5156	tense	tensed	tensed	tensing
5157	term	termed	termed	terming
5158	terminate	terminated	terminated	terminating
5159	terrify	terrified	terrified	terrifying
5160	terrorize	terrorized	terrorized	terrorizing
5161	test	tested	tested	testing
5162	test-drive	(test-drived test-drove)	(test-drived test-drove)	test-driving
5163	testify	testified	testified	testifying
5164	tether	tetherred	tetherred	tetherring
5165	thank	thanked	thanked	thanking
5166	thatch	thatched	thatched	thatching
5167	thaw	thawed	thawed	thawing
5168	theorize	theorized	theorized	theorizing
5169	thicken	thickenned	thickenned	thickenning
5170	thieve	thieved	thieved	thieving
5171	thin	thinned	thinned	thinning
5172	think	thought	thought	thinking
5173	thirst	thirsted	thirsted	thirsting
5174	thrash	thrashed	thrashed	thrashing
5175	thread	threadded	threadded	threadding
5176	threaten	threatenned	threatenned	threatenning
5177	thrill	thrilled	thrilled	thrilling
5178	thrive	thrived	thrived	thriving
5179	throb	throbbed	throbbed	throbbing
5180	throng	thronged	thronged	thronging
5181	throttle	throttled	throttled	throttling
5182	throw	threw	thrown	throwing
5183	thrum	thrummed	thrummed	thrumming
5184	thrust	thrust	thrust	thrusting
5185	thud	thudded	thudded	thudding
5186	thumb	thumbed	thumbed	thumbing
5187	thump	thumped	thumped	thumping
5188	thwack	thwacked	thwacked	thwacking
5189	thwart	thwarted	thwarted	thwarting
5190	tick	ticked	ticked	ticking
5191	ticket	ticketted	ticketted	ticketting
5192	tickle	tickled	tickled	tickling
5193	tide	tided	tided	tiding
5194	tidy	tidied	tidied	tidying
5195	tie	tied	tied	tying
5196	tighten	tightenned	tightenned	tightenning
5197	tile	tiled	tiled	tiling
5198	till	tilled	tilled	tilling
5199	tilt	tilted	tilted	tilting
5200	time	timed	timed	timing
5201	ting	tinged	tinged	tinging
5202	tinge	tinged	tinged	tinging
5203	tingle	tingled	tingled	tingling
5204	tinker	tinkerred	tinkerred	tinkerring
5205	tinkle	tinkled	tinkled	tinkling
5206	tinsel	(tinselled tinseled)	(tinselled tinseled)	(tinselling tinseling)
5207	tint	tinted	tinted	tinting
5208	tip	tipped	tipped	tipping
5209	tipple	tippled	tippled	tippling
5210	tiptoe	tiptoed	tiptoed	tiptoeing
5211	tire	tired	tired	tiring
5212	titillate	titillated	titillated	titillating
5213	titter	titterred	titterred	titterring
5214	tittle-tattle	tittle-tattled	tittle-tattled	tittle-tattling
5215	toady	toadied	toadied	toadying
5216	toast	toasted	toasted	toasting
5217	toboggan	tobogganned	tobogganned	tobogganning
5218	toddle	toddled	toddled	toddling
5219	toe	toed	toed	toeing
5220	toil	toilled	toilled	toilling
5221	tolerate	tolerated	tolerated	tolerating
5222	toll	tolled	tolled	tolling
5223	tone	toned	toned	toning
5224	tool	toolled	toolled	toolling
5225	toot	tootted	tootted	tootting
5226	tootle	tootled	tootled	tootling
5227	top	topped	topped	topping
5228	top-dress	top-dressed	top-dressed	top-dressing
5229	topple	toppled	toppled	toppling
5230	torment	tormented	tormented	tormenting
5231	torpedo	torpedoed	torpedoed	torpedoing
5232	torture	tortured	tortured	torturing
5233	toss	tossed	tossed	tossing
5234	tot	totted	totted	totting
5235	total	(totalled totaled)	(totalled totaled)	(totalling totaling)
5236	tote	toted	toted	toting
5237	totter	totterred	totterred	totterring
5238	touch	touched	touched	touching
5239	touch-type	touch-typed	touch-typed	touch-typing
